
255	2120
256	2140
257	2030
258	1920
259	1920
260	2050
261	2190
262	2080
263	2300
264	2620
265	2440
266	2380
267	2760
268	2910
269	2980
270	3630
271	3400
272	4110
273	5140
274	5120
275	6190
276	7290
277	10250
278	13970
279	20390
280	31780
281	56450
282	439870
283	4.15193E6
284	7.45266E6
285	2.03272E6
286	118490
287	50410
288	30990
289	21980
290	15120
291	12160
292	9120
293	8360
294	7050
295	6460
296	5780
297	5780
298	5630
299	5990
300	5970
301	7050
302	7190
303	8120
304	8070
305	10180
306	10710
307	11570
308	12050
309	13740
310	14060
311	16080
312	17220
313	18090
314	19340
315	21070
316	22180
317	24110
318	26040
319	28670
320	29860
321	31820
322	32730
323	35260
324	37500
325	38030
326	40600
327	41250
328	43140
329	44670
330	46040
331	47290
332	48090
333	49140
334	51450
335	51600
336	54490
337	55830
338	56200
339	59000
340	59570
341	61880
342	62220
343	62160
344	65380
345	63990
346	65970
347	68160
348	68900
349	71230
350	74220
351	75630
352	74710
353	78130
354	80130
355	82110
356	82030
357	86760
358	86390
359	87910
360	91690
361	92080
362	93850
363	95490
364	99450
365	98320
366	100330
367	102120
368	102760
369	102010
370	102640
371	104230
372	101890
373	102620
374	102240
375	106400
376	104010
377	102520
378	102770
379	104220
380	100470
381	102400
382	102310
383	104620
384	102400
385	101750
386	99330
387	97080
388	96740
389	96210
390	92710
391	91700
392	91430
393	89290
394	86660
395	85560
396	84210
397	80840
398	80650
399	80160
400	78010
401	76900
402	75460
403	74140
404	73370
405	73570
406	72980
407	71760
408	70950
409	70930
410	68550
411	66810
412	66410
413	64460
414	63330
415	61690
416	59810
417	58050
418	54670
419	54810
420	53750
421	52990
422	51750
423	50880
424	49520
425	47320
426	48240
427	46160
428	46620
429	45040
430	45530
431	44210
432	43680
433	44140
434	42900
435	42660
436	41070
437	40930
438	39280
439	38710
440	37380
441	35770
442	36180
443	34520
444	34100
445	33380
446	31730
447	31330
448	31530
449	30360
450	28800
451	29130
452	27730
453	28130
454	26900
455	27340
456	26490
457	26310
458	24790
459	24920
460	24420
461	26200
462	24320
463	23610
464	22880
465	23240
466	23140
467	23980
468	24070
469	22080
470	20700
471	21870
472	20620
473	19290
474	19080
475	18540
476	17770
477	17450
478	17570
479	17600
480	16740
481	16920
482	15470
483	15540
484	15030
485	16040
486	14190
487	14590
488	14880
489	14230
490	13450
491	13740
492	13620
493	13570
494	12440
495	12380
496	12540
497	12320
498	11980
499	11880
500	12660
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
