255	57210
256	59270
257	57100
258	59070
259	56630
260	58380
261	55990
262	56210
263	56640
264	55350
265	55290
266	56220
267	55460
268	57450
269	56700
270	59640
271	55690
272	53580
273	54890
274	53840
275	52640
276	53900
277	54200
278	53180
279	53260
280	53410
281	52530
282	54480
283	52970
284	52500
285	55820
286	53950
287	54190
288	54450
289	55040
290	53360
291	54710
292	54000
293	54700
294	61740
295	58020
296	56790
297	58490
298	59140
299	60400
300	60360
301	61350
302	62580
303	62900
304	64940
305	66470
306	68120
307	68110
308	69680
309	70740
310	74070
311	74520
312	78480
313	80140
314	82540
315	84360
316	88750
317	92620
318	110620
319	135650
320	110810
321	105580
322	109530
323	111900
324	117890
325	123780
326	128970
327	137020
328	142030
329	147620
330	157980
331	168250
332	180160
333	194710
334	207710
335	226750
336	250230
337	271850
338	304170
339	341320
340	384830
341	435560
342	499290
343	585430
344	711010
345	899640
346	1.18052E6
347	1.59733E6
348	2.24994E6
349	3.34143E6
350	5.11899E6
351	8.53262E6
352	2.35406E7
353	10580
354	280
355	5.23818E6
356	1.14377E7
357	6.34316E6
358	4.12423E6
359	2.79899E6
360	2.01706E6
361	1.51277E6
362	1.18207E6
363	950440
364	796390
365	676070
366	590320
367	527530
368	484800
369	448990
370	425770
371	405850
372	393570
373	386200
374	372750
375	369510
376	366370
377	360130
378	362720
379	366660
380	367570
381	371850
382	365440
383	365500
384	357030
385	351670
386	348840
387	359380
388	386930
389	352890
390	329400
391	320390
392	319510
393	318330
394	319430
395	320980
396	321850
397	320580
398	326400
399	315900
400	313810
401	313140
402	314440
403	309850
404	308470
405	306040
406	305950
407	302080
408	301630
409	300730
410	295950
411	290390
412	288490
413	289720
414	289410
415	284790
416	280480
417	282320
418	281810
419	275090
420	272990
421	271020
422	274890
423	266750
424	270410
425	263540
426	259930
427	262530
428	259310
429	255250
430	254640
431	252000
432	252510
433	249370
434	248850
435	248680
436	245950
437	245690
438	241470
439	239490
440	241040
441	233740
442	231770
443	231100
444	227960
445	225080
446	222060
447	220930
448	223150
449	217520
450	215040
451	210540
452	210600
453	203370
454	208230
455	202470
456	202600
457	197980
458	201680
459	197570
460	196060
461	193940
462	191130
463	190380
464	190130
465	190700
466	188820
467	185310
468	185590
469	178180
470	175190
471	173940
472	171170
473	171410
474	168870
475	165890
476	162330
477	159980
478	160190
479	158780
480	159230
481	176190
482	191670
483	172750
484	153490
485	147750
486	146680
487	146200
488	143570
489	144560
490	143790
491	142700
492	141010
493	137450
494	137250
495	135650
496	134300
497	135890
498	134180
499	128540
500	130690
